"","process","gene_ratio","bg_ratio","pvalue","p_adjust","qvalue","gene_id","count","condition","ora_enrichment","vaccine","covid_other","microbe_type","target_pathogen_disease","disease_vac","type","regimen","day_total","day_month","month","week","dose","infection","color","color_covid_other","log_q"
"11","ANTIVIRAL & IFN","12/38","101/884",0.000551916001254226,0.00441532801003381,0.00406674948292588,"RIGI/EIF2AK2/GBP1/IFI27/IFIT1/IFIT2/IFITM1/IFITM3/LGALS9/MX1/OAS2/STAT1",12,"HIV-1 GAG-POL NEF (D3)","ImmuneGO","HIV","OTHER","VIRUS","HIV","V","VV","HO",3,3,1,1,1,0,"#5e60ce","#343a40",2.39075257987815
"12","CELLULAR ADAPTIVE IMMUNE SYSTEM","57/124","282/884",0.000286548318527302,0.00544441805201874,0.00482607694361772,"CD28/CD3G/CTLA4/GPR183/HMGB1/IL6ST/ITK/ITPKB/JAK1/PDE4D/PIK3CA/PIK3R1/PRKCQ/PTPN2/RORA/SNCA/THEMIS/JAML/APBB1IP/BTK/CORO1A/CR1/CSK/CX3CR1/GRN/IFNGR2/KDELR1/LILRB1/MAPK1/PSEN1/PTPN6/PTPRJ/RAB27A/SLC11A1/SYK/VAV1/ASXL1/BCL3/CD6/GATA3/GNL1/PDE4B/PPP2CA/ADA/AIF1/CCR2/CD160/CD86/CTSC/FCER1G/FKBP1A/LFNG/LIPA/PPP3CA/PPP3CB/PRF1/TNFAIP8L2",57,"FLUARIX FLUVIRIN (D3)","ImmuneGO","FLUARIX FLUVIRIN","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",2.31640575828256
"13","T CELL","45/124","228/884",0.00344756387919518,0.0327518568523542,0.0290321168774331,"CD28/CD3G/CTLA4/GPR183/ITK/ITPKB/PDE4D/PIK3CA/PIK3R1/PRKCQ/PTPN2/THEMIS/JAML/APBB1IP/BTK/CORO1A/CR1/CSK/KDELR1/LILRB1/MAPK1/PSEN1/PTPN6/PTPRJ/RAB27A/SLC11A1/SYK/VAV1/CD6/GATA3/GNL1/PDE4B/PPP2CA/ADA/CD160/CD86/CTSC/FCER1G/FKBP1A/LFNG/LIPA/PPP3CA/PPP3CB/PRF1/TNFAIP8L2",45,"FLUARIX FLUVIRIN (D3)","ImmuneGO","FLUARIX FLUVIRIN","OTHER","VIRUS","INFLUENZA","V","IN","HO",3,3,1,1,1,0,"#76c893","#343a40",1.5371212964222
"14","COMPLEMENT","8/39","31/884",2.58432110792379e-05,0.00049102101050552,0.000380847321167716,"C1R/C1S/C7/CFH/CFB/C5AR1/CFD/CR1",8,"MENACTRA (D3)","ImmuneGO","MENACTRA","OTHER","BACTERIUM","MENINGOCOCCUS","V","CONJ","HO",3,3,1,1,1,0,"#015BA0","#343a40",3.41924909483276
"15","GENERAL","32/39","538/884",0.0033135393636708,0.0314786239548726,0.0244155532059953,"C1R/C1S/C7/CCL20/CFH/CXCL8/CFB/IFNA8/BCL3/CCL4/CCL5/CD80/CD83/CXCL2/IL1RN/MAP3K8/PDE4B/SERPINB9/CD1B/CD1C/CD1D/CD86/FUT7/IL1R2/IL1R1/VCAM1/BCL6/C5AR1/CFD/CR1/FCER1G/TLR4",32,"MENACTRA (D3)","ImmuneGO","MENACTRA","OTHER","BACTERIUM","MENINGOCOCCUS","V","CONJ","HO",3,3,1,1,1,0,"#015BA0","#343a40",1.61233343105263
"16","CELLULAR ADAPTIVE IMMUNE SYSTEM","20/39","282/884",0.00792954594720374,0.0413043587021159,0.0320366217080123,"CCL20/IFNA8/BCL3/CD80/CD83/MAP3K8/PDE4B/RELB/CD1C/CD1D/CD86/FUT7/NFKBID/WDFY4/BCL6/C5AR1/CR1/FCER1G/TLR4/AIF1",20,"MENACTRA (D3)","ImmuneGO","MENACTRA","OTHER","BACTERIUM","MENINGOCOCCUS","V","CONJ","HO",3,3,1,1,1,0,"#015BA0","#343a40",1.49435328693621
"17","NEUTROPHIL","9/39","85/884",0.00869565446360334,0.0413043587021159,0.0320366217080123,"CCL20/CXCL8/CCL4/CCL5/CXCL2/PDE4B/PRKCD/C5AR1/FCER1G",9,"MENACTRA (D3)","ImmuneGO","MENACTRA","OTHER","BACTERIUM","MENINGOCOCCUS","V","CONJ","HO",3,3,1,1,1,0,"#015BA0","#343a40",1.49435328693621
"18","T HELPER CELLS","4/39","31/884",0.0430477734031902,0.163581538932123,0.126877647925192,"BCL3/RELB/BCL6/TLR4",4,"MENACTRA (D3)","ImmuneGO","MENACTRA","OTHER","BACTERIUM","MENINGOCOCCUS","V","CONJ","HO",3,3,1,1,1,0,"#015BA0","#343a40",0.896614880961042
"19","T CELL","15/39","228/884",0.052073250892103,0.164898627824993,0.127899212717446,"CCL20/IFNA8/CD80/CD83/MAP3K8/PDE4B/CD1C/CD1D/CD86/FUT7/NFKBID/WDFY4/BCL6/CR1/FCER1G",15,"MENACTRA (D3)","ImmuneGO","MENACTRA","OTHER","BACTERIUM","MENINGOCOCCUS","V","CONJ","HO",3,3,1,1,1,0,"#015BA0","#343a40",0.893132128809237
"20","ANTIVIRAL & IFN","16/36","101/884",2.87467623199338e-07,4.88694959438874e-06,3.63116997725479e-06,"CASP1/CCL2/CCL3/CCL3L1/CCL4/CCL7/CCL8/EIF2AK2/IFI27/IFIT1/IFIT2/IFITM2/IFITM3/LGALS9/MX1/STAT1",16,"MVA85A (D2)","ImmuneGO","MVA85A","OTHER","BACTERIUM","TUBERCULOSIS","V","VV","HO",2,2,1,1,1,0,"#5e60ce","#343a40",5.43995342102487
"21","EOSINOPHIL","6/36","22/884",0.000138444778755386,0.00117678061942078,0.000874388076349809,"CCL2/CCL3/CCL3L1/CCL4/CCL7/CCL8",6,"MVA85A (D2)","ImmuneGO","MVA85A","OTHER","BACTERIUM","TUBERCULOSIS","V","VV","HO",2,2,1,1,1,0,"#5e60ce","#343a40",3.05829577330308
"22","MONOCYTE","6/36","32/884",0.00124667587191302,0.00706449660750713,0.00524916156594957,"CCL2/CCL3/CCL3L1/CCL4/CCL7/CCL8",6,"MVA85A (D2)","ImmuneGO","MVA85A","OTHER","BACTERIUM","TUBERCULOSIS","V","VV","HO",2,2,1,1,1,0,"#5e60ce","#343a40",2.27991005971033
"23","GENERAL","30/36","538/884",0.00280911220550011,0.0119387268733755,0.00887088064894772,"CD28/CTLA4/ITK/APOBEC3A/BST2/CCL2/CCL3/CCL3L1/CCL4/CCL7/CCL8/CFD/EIF2AK2/FCGR1A/IFI27/IFI35/IFI6/IFIT1/IFIT2/IFITM2/IFITM3/IRF9/LGALS9/MX1/PARP9/PSMB9/SLC15A3/SRC/TICAM2/TNFSF10",30,"MVA85A (D2)","ImmuneGO","MVA85A","OTHER","BACTERIUM","TUBERCULOSIS","V","VV","HO",2,2,1,1,1,0,"#5e60ce","#343a40",2.05203326382176
"24","ARPP","10/36","131/884",0.0296949845312915,0.100962947406391,0.0750189082895786,"CASP1/CCL2/CCL3/CCL3L1/CCL4/CCL7/CCL8/IFI35/SRC/TICAM2",10,"MVA85A (D2)","ImmuneGO","MVA85A","OTHER","BACTERIUM","TUBERCULOSIS","V","VV","HO",2,2,1,1,1,0,"#5e60ce","#343a40",1.12482926019678
"25","DENDRITIC CELL","7/37","29/884",0.000100394003808489,0.00180709206855281,0.00158516848118667,"ALOX5/CCR2/CXCR2/CXCR4/SPI1/TGFBR2/CCL5",7,"ZOSTAVAX (D1)","ImmuneGO","ZOSTAVAX","OTHER","VIRUS","VZV","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",2.79992457157806
"26","ARPP","13/37","131/884",0.00137702147306605,0.0123931932575944,0.0108712221557846,"ALOX5/CCR2/CD14/CTSS/CXCR2/CXCR4/PECAM1/PLCG2/SIRPA/SLC11A1/SPI1/TGFBR2/CCL5",13,"ZOSTAVAX (D1)","ImmuneGO","ZOSTAVAX","OTHER","VIRUS","VZV","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.96372162926449
"27","ANTIVIRAL & IFN","13/31","101/884",9.58438788149307e-06,0.000134181430340903,0.000121065952187281,"GBP1/GBP2/IFI27/IFIT1/IFIT2/IFITM1/IFITM2/IFNAR1/IFNAR2/IFNGR1/IFNGR2/MX1/OAS2",13,"PANDEMRIX (D7)","ImmuneGO","PANDEMRIX","OTHER","VIRUS","INFLUENZA","V","IN","HO",7,7,1,4,1,0,"#76c893","#343a40",3.91697797788303
"28","GENERAL","24/26","538/884",0.000320949885092188,0.00449329839129064,0.0040541038116908,"LTB/ZAP70/CEBPB/FCGR3A/IFI27/IFI30/IFI6/IFIT1/IFIT2/IFITM1/IFITM2/IFITM3/IL1RN/IRF9/MX1/MX2/OAS2/PSMB9/TAP1/TNFSF10/TRIM22/CORO1A/LIF/VAV1",24,"YF VAX (ANY)","ImmuneGO","YF VAX","OTHER","VIRUS","YF","V","LA","HO",0,0,1,0,1,0,"#ffb703","#343a40",2.39210513470881
"29","ANTIVIRAL & IFN","8/26","101/884",0.00595961401274218,0.0417172980891953,0.037639667448898,"IFI27/IFIT1/IFIT2/IFITM1/IFITM2/IFITM3/MX1/OAS2",8,"YF VAX (ANY)","ImmuneGO","YF VAX","OTHER","VIRUS","YF","V","LA","HO",0,0,1,0,1,0,"#ffb703","#343a40",1.42435422227312
"30","GENERAL","27/32","538/884",0.00326539985458719,0.0547757981350118,0.0384391565859732,"SPN/B2M/CCL18/CCL20/CCR7/CD1B/CD80/CD81/CD83/FCGR2B/IRAK1BP1/TAP2/TICAM1/CCR1/CCR2/CD1C/CD1D/CD86/FAS/FCER1G/FCGR1A/FCGR2A/FCGR3A/LILRB4/TAP1/TIRAP/TLR4",27,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",1.4152261499857
"31","T CELL","15/32","228/884",0.00709418785033916,0.0547757981350118,0.0384391565859732,"SPN/B2M/CCL20/CCR7/CD44/CD80/CD81/CD83/TAP2/CD1C/CD1D/CD86/FAS/FCER1A/FCER1G",15,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",1.4152261499857
"32","CELLULAR ADAPTIVE IMMUNE SYSTEM","17/32","282/884",0.00912929968916863,0.0547757981350118,0.0384391565859732,"SPN/B2M/CCL20/CCR7/CD44/CD80/CD81/CD83/TAP2/CCR2/CD1C/CD1D/CD86/FAS/FCER1A/FCER1G/TLR4",17,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",1.4152261499857
"33","ARPP","10/32","131/884",0.0128083368218918,0.0576375156985131,0.040447379437553,"CCL18/CCL20/CCR7/TICAM1/CCR1/CCR2/CDC42/FCGR3A/TIRAP/TLR4",10,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",1.3931096108299
"34","DENDRITIC CELL","4/32","29/884",0.0177692761473151,0.0639693941303344,0.0448908028984803,"CCR7/CCR1/CCR2/CDC42",4,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",1.34784262691599
"35","MACROPHAGE","4/32","35/884",0.0335994924405701,0.10079847732171,0.0707357735590949,"TICAM1/CCR2/FCGR3A/TLR4",4,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",1.15036089270897
"36","T HELPER CELLS","3/32","31/884",0.0973521604467469,0.23590277601392,0.165545807729067,"SPN/CCR2/TLR4",3,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",0.781081812816993
"37","MONOCYTE","3/32","32/884",0.104845678228409,0.23590277601392,0.165545807729067,"CCL18/CCL20/CCR2",3,"LVS F TULARENSIS (H336)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",14,14,1,1,1,0,"#ffb703","#343a40",0.781081812816993
"38","ARPP","15/45","131/884",0.00108975274827155,0.0196155494688878,0.0137652978729037,"CCL5/CD40/F2R/KLRC3/KLRK1/CCL18/CCR7/CCL20/CCR1/CCR2/CDC42/FCGR3A/TICAM1/TIRAP/TLR4",15,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",1.86121438629327
"39","DENDRITIC CELL","6/45","29/884",0.00242898916868408,0.0218609025181567,0.0153409842232679,"CCL5/F2R/CCR7/CCR1/CCR2/CDC42",6,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",1.81414677669588
"40","GENERAL","35/45","538/884",0.0109569779618104,0.0497805100299263,0.0349336912490711,"CCL5/CD28/CD3G/CD40/CD96/FASLG/KLRK1/ZAP70/FCGR2A/LILRA6/CCL18/CCR7/CD83/FCGR1A/IRAK1BP1/TAP2/B2M/CCL20/CCR1/CCR2/CD1B/CD1C/CD1D/CD80/CD81/CD86/FAS/FCER1G/FCGR2B/FCGR3A/LILRB4/TAP1/TICAM1/TIRAP/TLR4",35,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",1.45675552245267
"41","CELLULAR ADAPTIVE IMMUNE SYSTEM","22/45","282/884",0.0110623355622059,0.0497805100299263,0.0349336912490711,"CD28/CD3G/KLRK1/RORA/STAT3/ZAP70/CCR7/CD83/TAP2/B2M/CCL20/CCR2/CD1C/CD1D/CD44/CD80/CD81/CD86/FAS/FCER1A/FCER1G/TLR4",22,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",1.45675552245267
"42","T CELL","18/45","228/884",0.0228240840263685,0.0821667024949266,0.0576608438560889,"CD28/CD3G/KLRK1/ZAP70/CCR7/CD83/TAP2/B2M/CCL20/CD1C/CD1D/CD44/CD80/CD81/CD86/FAS/FCER1A/FCER1G",18,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",1.2391190060796
"43","MACROPHAGE","5/45","35/884",0.0280974731734356,0.0842924195203069,0.0591525751019697,"CCL5/CCR2/FCGR3A/TICAM1/TLR4",5,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",1.22802634438799
"44","T HELPER CELLS","4/45","31/884",0.06728742003705,0.166740822079695,0.117011103213821,"RORA/STAT3/CCR2/TLR4",4,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",0.931772925982871
"45","MONOCYTE","4/45","32/884",0.07410703203542,0.166740822079695,0.117011103213821,"CCL5/CCL18/CCL20/CCR2",4,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",0.931772925982871
"46","EOSINOPHIL","3/45","22/884",0.0964144019674185,0.192828803934837,0.13531845890164,"CCL5/CCL18/FCER1A",3,"LVS F TULARENSIS (H48)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",2,2,1,1,1,0,"#ffb703","#343a40",0.868642956895917
"47","ARPP","22/95","131/884",0.0147635428681983,0.14661649194706,0.138087554742384,"CASP1/CD14/IFI35/PECAM1/TICAM2/BCR/CDC42/EP300/MAPKAPK2/RAB11FIP2/RELA/RELB/TNFAIP3/XCL1/BTK/CTSS/HCK/NOTCH2/PIK3AP1/RNF135/SYK/XIAP",22,"FLUMIST (D3)","ImmuneGO","FLUMIST","OTHER","VIRUS","INFLUENZA","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",0.859845460815013
"48","ANTIVIRAL & IFN","18/95","101/884",0.0154333149417958,0.14661649194706,0.138087554742384,"CASP1/IL10RB/MX1/OAS2/STAT1/STAT2/CDC42/IFNGR1/JAK1/KIF5B/PDE12/RPS6KB1/XCL1/AIF1/DAPK1/HCK/RNF135/STX4",18,"FLUMIST (D3)","ImmuneGO","FLUMIST","OTHER","VIRUS","INFLUENZA","V","LA","HO",3,3,1,1,1,0,"#ffb703","#343a40",0.859845460815013
"49","GENERAL","26/31","538/884",0.0046446445783373,0.0577697882189209,0.0405402022588919,"B2M/CCL18/CCL20/CCR7/CD83/FCGR3A/IRAK1BP1/TAP2/TICAM1/CCR1/CCR2/CD1B/CD1C/CD1D/CD80/CD81/CD86/FAS/FCER1G/FCGR1A/FCGR2A/FCGR2B/LILRB4/TAP1/TIRAP/TLR4",26,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"50","ARPP","10/31","131/884",0.0100578995473992,0.0577697882189209,0.0405402022588919,"CCL18/CCL20/CCR7/FCGR3A/TICAM1/CCR1/CCR2/CDC42/TIRAP/TLR4",10,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"51","T CELL","14/31","228/884",0.0137009089817256,0.0577697882189209,0.0405402022588919,"B2M/CCL20/CCR7/CD83/TAP2/CD1C/CD1D/CD44/CD80/CD81/CD86/FAS/FCER1A/FCER1G",14,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"52","DENDRITIC CELL","4/31","29/884",0.015908350594439,0.0577697882189209,0.0405402022588919,"CCR7/CCR1/CCR2/CDC42",4,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"53","CELLULAR ADAPTIVE IMMUNE SYSTEM","16/31","282/884",0.0160471633941447,0.0577697882189209,0.0405402022588919,"B2M/CCL20/CCR7/CD83/TAP2/CCR2/CD1C/CD1D/CD44/CD80/CD81/CD86/FAS/FCER1A/FCER1G/TLR4",16,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"54","MACROPHAGE","4/31","35/884",0.0302419306780542,0.0907257920341626,0.0636672224801141,"FCGR3A/TICAM1/CCR2/TLR4",4,"LVS F TULARENSIS (H18)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",1,1,1,1,1,0,"#ffb703","#343a40",1.19608409607414
"55","GENERAL","26/31","538/884",0.0046446445783373,0.0577697882189209,0.0405402022588919,"B2M/CCL18/CCL20/CCR1/CCR7/CD80/CD83/FAS/FCER1G/FCGR2A/FCGR2B/FCGR3A/TAP2/TICAM1/CCR2/CD1B/CD1C/CD1D/CD81/CD86/FCGR1A/IRAK1BP1/LILRB4/TAP1/TIRAP/TLR4",26,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"56","ARPP","10/31","131/884",0.0100578995473992,0.0577697882189209,0.0405402022588919,"CCL18/CCL20/CCR1/CCR7/CDC42/FCGR3A/TICAM1/CCR2/TIRAP/TLR4",10,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"57","T CELL","14/31","228/884",0.0137009089817256,0.0577697882189209,0.0405402022588919,"B2M/CCL20/CCR7/CD44/CD80/CD83/FAS/FCER1A/FCER1G/TAP2/CD1C/CD1D/CD81/CD86",14,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
"58","DENDRITIC CELL","4/31","29/884",0.015908350594439,0.0577697882189209,0.0405402022588919,"CCR1/CCR7/CDC42/CCR2",4,"LVS F TULARENSIS (H192)","ImmuneGO","LVS F TULARENSIS","OTHER","BACTERIUM","F TULARENSIS","V","LA","HO",8,8,1,1,1,0,"#ffb703","#343a40",1.39211408890148
